Name,No.,year,sex
Mitchell,63,2009,Male
Ryder,61,2009,Male
Cole,60,2009,Male
Christian,59,2009,Male
Zion,59,2009,Male
Chase,58,2009,Male
Edward,58,2009,Male
Andrew,56,2009,Male
Roman,56,2009,Male
Troy,56,2009,Male
Austin,55,2009,Male
Tristan,55,2009,Male
Christopher,54,2009,Male
Louis,54,2009,Male
Brooklyn,54,2009,Male
Hugo,53,2009,Male
Liam,374,2010,Male
James,333,2010,Male
Oliver,327,2010,Male
Jack,325,2010,Male
William,320,2010,Male
Joshua,298,2010,Male
Benjamin,286,2010,Male
Jacob,285,2010,Male
Samuel,282,2010,Male
Lucas,271,2010,Male
Thomas,269,2010,Male
Ryan,262,2010,Male
Noah,262,2010,Male
Ethan,259,2010,Male
Cooper,236,2010,Male
Daniel,233,2010,Male
Isaac,233,2010,Male
Max,229,2010,Male
Tyler,205,2010,Male
Alexander,204,2010,Male
Riley,204,2010,Male
Blake,203,2010,Male
Lachlan,197,2010,Male
Luke,191,2010,Male
Hunter,187,2010,Male
Charlie,185,2010,Male
Connor,177,2010,Male
Caleb,174,2010,Male
Xavier,174,2010,Male
Dylan,172,2010,Male
Jayden,164,2010,Male
Mason,162,2010,Male
Levi,162,2010,Male
Matthew,156,2010,Male
Logan,153,2010,Male
Joseph,147,2010,Male
George,142,2010,Male
Nathan,136,2010,Male
Cameron,132,2010,Male
Oscar,125,2010,Male
Harry,123,2010,Male
Leo,121,2010,Male
Jackson,120,2010,Male
Finn,118,2010,Male
Harrison,115,2010,Male
Jake,114,2010,Male
Michael,112,2010,Male
Alex,105,2010,Male
Zachary,104,2010,Male
Luca,102,2010,Male
Toby,99,2010,Male
Elijah,98,2010,Male
Angus,95,2010,Male
Kingston,94,2010,Male
Ashton,94,2010,Male
John,91,2010,Male
Carter,90,2010,Male
Cody,88,2010,Male
Eli,88,2010,Male
Jesse,87,2010,Male
David,86,2010,Male
Henry,86,2010,Male
Quinn,83,2010,Male
Jordan,80,2010,Male
Adam,80,2010,Male
Charles,80,2010,Male
Ryder,77,2010,Male
Aiden,77,2010,Male
Seth,74,2010,Male
Aaron,74,2010,Male
Flynn,73,2010,Male
Edward,72,2010,Male
Phoenix,70,2010,Male
Lincoln,70,2010,Male
Nicholas,69,2010,Male
Aidan,69,2010,Male
Sam,68,2010,Male
Marcus,68,2010,Male
Brooklyn,64,2010,Male
Chase,64,2010,Male
Joel,64,2010,Male
Christian,64,2010,Male
Archie,63,2010,Male
Dominic,62,2010,Male
Patrick,62,2010,Male
Reuben,61,2010,Male
Sebastian,61,2010,Male
Taylor,60,2010,Male
Fletcher,60,2010,Male
Louis,60,2010,Male
Robert,59,2010,Male
Sione,58,2010,Male
Tyson,58,2010,Male
Mitchell,57,2010,Male
Gabriel,57,2010,Male
Leon,57,2010,Male
Maxwell,56,2010,Male
Felix,56,2010,Male
Ben,56,2010,Male
Lewis,56,2010,Male
Liam,315,2011,Male
Joshua,292,2011,Male
Oliver,286,2011,Male
Lucas,279,2011,Male
William,272,2011,Male
Noah,271,2011,Male
Samuel,266,2011,Male
James,264,2011,Male
Benjamin,250,2011,Male
Jack,244,2011,Male
Jacob,239,2011,Male
Ryan,231,2011,Male
Cooper,231,2011,Male
Hunter,225,2011,Male
Mason,220,2011,Male
Ethan,215,2011,Male
Daniel,214,2011,Male
Max,214,2011,Male
Thomas,210,2011,Male
Lachlan,189,2011,Male
Isaac,185,2011,Male
Riley,185,2011,Male
Levi,183,2011,Male
Blake,181,2011,Male
Jayden,179,2011,Male
Luke,178,2011,Male
Charlie,176,2011,Male
Alexander,174,2011,Male
Tyler,168,2011,Male
George,156,2011,Male
Connor,156,2011,Male
Xavier,154,2011,Male
Jackson,152,2011,Male
Elijah,151,2011,Male
Eli,141,2011,Male
Leo,139,2011,Male
Logan,139,2011,Male
Caleb,138,2011,Male
Dylan,136,2011,Male
Matthew,131,2011,Male
Harry,128,2011,Male
Luca,125,2011,Male
Finn,122,2011,Male
Joseph,120,2011,Male
Nathan,119,2011,Male
Jake,119,2011,Male
Oscar,116,2011,Male
Alex,114,2011,Male
Cameron,109,2011,Male
Aiden,106,2011,Male
Harrison,105,2011,Male
Henry,103,2011,Male
Carter,103,2011,Male
Michael,98,2011,Male
Toby,96,2011,Male
Flynn,87,2011,Male
Ashton,86,2011,Male
Jaxon,82,2011,Male
David,79,2011,Male
Felix,79,2011,Male
Zachary,78,2011,Male
John,76,2011,Male
Jordan,75,2011,Male
Austin,75,2011,Male
Sam,74,2011,Male
Angus,72,2011,Male
Phoenix,71,2011,Male
Louis,71,2011,Male
Jesse,70,2011,Male
Adam,68,2011,Male
Cody,68,2011,Male
Archie,67,2011,Male
Charles,66,2011,Male
Ryder,65,2011,Male
Aidan,61,2011,Male
Andrew,61,2011,Male
Christian,59,2011,Male
Kingston,59,2011,Male
Ben,58,2011,Male
Quinn,58,2011,Male
Nathaniel,58,2011,Male
Sebastian,57,2011,Male
Lincoln,57,2011,Male
Seth,56,2011,Male
Edward,56,2011,Male
Marcus,56,2011,Male
Fletcher,56,2011,Male
Robert,55,2011,Male
Maxwell,54,2011,Male
Zac,54,2011,Male
Zion,54,2011,Male
Tyson,53,2011,Male
Jamie,53,2011,Male
Nicholas,53,2011,Male
Cruz,52,2011,Male
Chase,52,2011,Male
Christopher,51,2011,Male
Declan,50,2011,Male
Patrick,50,2011,Male
Roman,50,2011,Male
Jack,374,2012,Male
Oliver,321,2012,Male
William,317,2012,Male
Liam,290,2012,Male
Mason,271,2012,Male
Samuel,258,2012,Male
Jacob,256,2012,Male
Lucas,255,2012,Male
Ethan,255,2012,Male
Noah,254,2012,Male
James,253,2012,Male
Cooper,226,2012,Male
Daniel,222,2012,Male
Blake,209,2012,Male
Benjamin,208,2012,Male
Joshua,208,2012,Male
Max,205,2012,Male
Thomas,199,2012,Male
Ryan,193,2012,Male
Charlie,183,2012,Male
Jayden,180,2012,Male
Hunter,180,2012,Male
Leo,176,2012,Male
Tyler,171,2012,Male
Alexander,169,2012,Male
George,166,2012,Male
Jackson,166,2012,Male
Braxton,161,2012,Male
Elijah,160,2012,Male
Lachlan,160,2012,Male
Isaac,157,2012,Male
Levi,154,2012,Male
Connor,154,2012,Male
Riley,144,2012,Male
Xavier,136,2012,Male
Matthew,135,2012,Male
Harry,135,2012,Male
Luke,134,2012,Male
Eli,129,2012,Male
Caleb,129,2012,Male
Nathan,126,2012,Male
Oscar,124,2012,Male
Carter,124,2012,Male
Dylan,117,2012,Male
Joseph,117,2012,Male
Logan,112,2012,Male
Finn,108,2012,Male
Harrison,106,2012,Male
Henry,106,2012,Male
Jake,103,2012,Male
Ryder,99,2012,Male
Toby,99,2012,Male
Michael,93,2012,Male
Austin,87,2012,Male
Luca,87,2012,Male
John,87,2012,Male
Phoenix,86,2012,Male
Alex,86,2012,Male
Zachary,84,2012,Male
Flynn,84,2012,Male
Jaxon,84,2012,Male
Angus,80,2012,Male
Jordan,80,2012,Male
Charles,78,2012,Male
Quinn,78,2012,Male
David,78,2012,Male
Felix,77,2012,Male
Archie,77,2012,Male
Ashton,77,2012,Male
Edward,76,2012,Male
Hugo,73,2012,Male
Cameron,70,2012,Male
Aiden,68,2012,Male
Sam,66,2012,Male
Louis,64,2012,Male
Joel,63,2012,Male
Kayden,63,2012,Male
Kingston,61,2012,Male
Nathaniel,60,2012,Male
Robert,60,2012,Male
Lincoln,60,2012,Male
Beau,59,2012,Male
Adam,58,2012,Male
Jasper,57,2012,Male
Tyson,57,2012,Male
Dominic,57,2012,Male
Zac,57,2012,Male
Hayden,56,2012,Male
Fletcher,56,2012,Male
Sebastian,53,2012,Male
Aaron,52,2012,Male
Israel,52,2012,Male
Marcus,51,2012,Male
Aidan,51,2012,Male
Asher,50,2012,Male
Zion,50,2012,Male
Patrick,49,2012,Male
Leon,49,2012,Male
Christopher,48,2012,Male
Nate,48,2012,Male
Oliver,307,2013,Male
Jack,301,2013,Male
James,279,2013,Male
William,267,2013,Male
Mason,262,2013,Male
Liam,254,2013,Male
Samuel,249,2013,Male
Lucas,247,2013,Male
Noah,238,2013,Male
Thomas,214,2013,Male
Hunter,214,2013,Male
Ethan,208,2013,Male
Jacob,207,2013,Male
Benjamin,206,2013,Male
Daniel,205,2013,Male
Max,203,2013,Male
Joshua,201,2013,Male
Ryan,199,2013,Male
Cooper,194,2013,Male
Blake,182,2013,Male
Lachlan,180,2013,Male
Charlie,173,2013,Male
Levi,162,2013,Male
Leo,159,2013,Male
Elijah,157,2013,Male
Jackson,156,2013,Male
Jayden,155,2013,Male
Alexander,155,2013,Male
Braxton,147,2013,Male
Riley,144,2013,Male
Luke,144,2013,Male
Isaac,143,2013,Male
Tyler,138,2013,Male
Oscar,138,2013,Male
George,137,2013,Male
Henry,130,2013,Male
Nathan,130,2013,Male
Caleb,130,2013,Male
Eli,123,2013,Male
Harry,123,2013,Male
Carter,121,2013,Male
Joseph,119,2013,Male
Connor,116,2013,Male
Harrison,116,2013,Male
Finn,104,2013,Male
Toby,102,2013,Male
Jaxon,101,2013,Male
Flynn,100,2013,Male
Logan,99,2013,Male
Dylan,94,2013,Male
Xavier,90,2013,Male
Jake,89,2013,Male
Matthew,87,2013,Male
Luca,86,2013,Male
Alex,85,2013,Male
Zachary,80,2013,Male
Archie,80,2013,Male
Sebastian,79,2013,Male
Charles,78,2013,Male
John,76,2013,Male
Austin,75,2013,Male
Cameron,75,2013,Male
Louis,75,2013,Male
Ryder,74,2013,Male
Michael,74,2013,Male
David,73,2013,Male
Hugo,71,2013,Male
Fletcher,71,2013,Male
Edward,70,2013,Male
Lincoln,69,2013,Male
Adam,67,2013,Male
Jordan,67,2013,Male
Felix,65,2013,Male
Jesse,64,2013,Male
Andrew,63,2013,Male
Ashton,63,2013,Male
Aiden,63,2013,Male
Maxwell,62,2013,Male
Joel,61,2013,Male
Patrick,60,2013,Male
Beau,60,2013,Male
Sam,58,2013,Male
Phoenix,58,2013,Male
Declan,58,2013,Male
Arlo,57,2013,Male
Kingston,57,2013,Male
Theodore,57,2013,Male
Jonathan,56,2013,Male
Aaron,55,2013,Male
Marcus,55,2013,Male
Angus,54,2013,Male
Aidan,53,2013,Male
Isaiah,53,2013,Male
Roman,53,2013,Male
Archer,52,2013,Male
Christian,52,2013,Male
Gabriel,51,2013,Male
Vincent,51,2013,Male
Tyson,50,2013,Male
Dominic,50,2013,Male
Oliver,313,2014,Male
Jack,265,2014,Male
James,255,2014,Male
Mason,244,2014,Male
Liam,241,2014,Male
William,234,2014,Male
Noah,231,2014,Male
Lucas,228,2014,Male
Benjamin,207,2014,Male
Jacob,202,2014,Male
Ethan,198,2014,Male
Hunter,194,2014,Male
Alexander,190,2014,Male
Samuel,188,2014,Male
Charlie,186,2014,Male
Max,178,2014,Male
Ryan,172,2014,Male
Thomas,169,2014,Male
Cooper,162,2014,Male
Daniel,155,2014,Male
Jackson,154,2014,Male
Levi,153,2014,Male
Leo,151,2014,Male
Braxton,148,2014,Male
George,144,2014,Male
Elijah,142,2014,Male
Lachlan,139,2014,Male
Isaac,139,2014,Male
Joshua,138,2014,Male
Oscar,136,2014,Male
Henry,136,2014,Male
Blake,135,2014,Male
Jayden,126,2014,Male
Carter,125,2014,Male
